Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh)
UK,2001,5516.0339534883715,26292.369069767443,49.990465116279076,51.36046511627907,39.96697674418604,24.081162790697675,2425.3174418604654,0.28837209302325584
UK,2002,5002.245416666667,24593.085833333334,44.77770833333333,45.09041666666667,40.244375,24.506249999999998,2561.78625,0.269375
UK,2003,5195.9345652173915,30020.622608695656,53.61521739130435,40.52717391304348,36.08826086956522,25.324347826086957,2895.36847826087,0.29239130434782606
UK,2004,5157.007058823529,27678.642647058823,46.736176470588234,43.6285294117647,43.87647058823529,25.185882352941174,2549.364117647059,0.27676470588235297
UK,2005,5300.138928571428,23104.505,53.777142857142856,40.20392857142857,36.65392857142857,24.763214285714287,2254.0071428571428,0.2682142857142857
UK,2006,5325.333529411764,25196.137647058822,44.34323529411765,38.165000000000006,40.47029411764706,24.91794117647059,2480.908529411765,0.27
UK,2007,5099.887346938775,27340.601632653063,49.734693877551024,43.442040816326525,36.900000000000006,24.783265306122445,2668.2691836734693,0.2610204081632653
UK,2008,4904.577741935484,23564.795161290323,43.935483870967744,43.10645161290322,37.20709677419355,26.654516129032256,2510.437741935484,0.35516129032258065
UK,2009,4558.517674418605,25667.907441860465,45.36813953488372,45.352558139534885,38.88953488372093,27.03813953488372,2636.2400000000002,0.3011627906976744
UK,2010,5920.539285714285,25335.15214285714,57.046904761904756,52.652142857142856,40.3697619047619,23.517857142857142,2594.19,0.26357142857142857
UK,2011,5041.0921276595745,24557.01468085106,51.91340425531914,41.62723404255319,41.054255319148936,26.796595744680854,2716.154680851064,0.28191489361702127
UK,2012,5410.8236,26762.0924,45.8316,49.31100000000001,39.06,24.571199999999997,2466.5384,0.2824
UK,2013,5298.178205128205,28780.860512820513,45.24769230769231,40.26282051282051,39.10641025641026,26.012820512820515,2602.6697435897436,0.31512820512820516
UK,2014,4915.975263157895,21069.349736842105,41.113684210526316,44.973684210526315,38.49552631578947,23.27815789473684,2684.431842105263,0.2847368421052632
UK,2015,5739.334444444445,23558.245555555553,47.10638888888889,46.01305555555555,43.89138888888888,24.446944444444444,3023.0175,0.27638888888888885
UK,2016,4761.2104878048785,27234.979024390243,39.60756097560976,50.35780487804878,37.95317073170732,25.025365853658535,2569.988292682927,0.27975609756097564
UK,2017,5370.772894736842,26106.35052631579,43.19,44.64815789473685,42.22157894736842,21.80184210526316,2244.6476315789473,0.26342105263157894
UK,2018,5335.060851063829,21213.141063829786,48.2331914893617,43.85978723404255,39.98021276595745,25.64851063829787,2149.4425531914894,0.24595744680851064
UK,2019,5516.761428571429,27498.709591836734,47.08510204081633,43.04081632653061,40.289795918367346,25.528571428571432,2430.2414285714285,0.3030612244897959
UK,2020,5120.471142857143,25579.80314285714,45.471714285714285,46.06114285714286,39.35514285714286,24.401142857142855,2725.5305714285714,0.26857142857142857
UK,2021,6515.035238095237,22536.084761904764,41.81095238095238,43.756904761904764,41.42333333333333,26.989761904761902,2866.3978571428574,0.26880952380952383
UK,2022,5618.1547619047615,26307.88476190476,53.24833333333333,40.58833333333333,38.646190476190476,25.600714285714286,2278.345714285714,0.27999999999999997
UK,2023,4821.835,28459.46425,43.495,42.109,40.511,23.5475,1892.354,0.2975
UK,2024,5066.814680851064,22592.202127659573,40.64234042553191,48.05489361702128,40.791276595744684,23.916170212765955,2702.4557446808512,0.27191489361702126
USA,2000,5481.558717948718,25701.259743589744,48.992820512820515,48.57333333333334,40.66538461538462,25.364615384615384,2340.0897435897436,0.2735897435897436
USA,2001,5105.635384615384,23942.81923076923,49.71974358974359,52.54410256410256,40.94384615384615,22.11,2965.0323076923078,0.2517948717948718
USA,2002,5379.5147916666665,22036.29375,42.224375,45.893541666666664,40.282916666666665,26.087083333333336,2325.860625,0.28583333333333333
USA,2003,5415.680652173913,24228.357173913042,51.00673913043478,42.31130434782609,39.62347826086957,24.403260869565216,2801.431956521739,0.26717391304347826
USA,2004,4813.590540540541,25002.59081081081,43.01918918918919,43.17351351351351,39.46405405405405,24.083243243243246,2302.162702702703,0.27945945945945944
USA,2005,4735.198958333333,24981.330833333337,52.038125,49.86895833333333,40.16229166666667,25.831875,2662.5206249999997,0.3179166666666667
USA,2006,4850.846808510638,24670.760212765956,47.61531914893617,45.61234042553192,39.7536170212766,24.998510638297873,2403.9746808510636,0.29638297872340424
USA,2007,5364.393333333333,22728.690476190477,51.522619047619045,43.58,39.79666666666667,26.01047619047619,2401.1880952380952,0.305
USA,2008,4967.7,24745.193125,50.55791666666667,44.48875,40.245,24.42125,2599.867708333333,0.2710416666666667
USA,2009,5217.430526315789,22739.758684210527,48.03315789473684,43.16210526315789,39.46052631578947,22.593421052631577,2784.285,0.2876315789473684
USA,2010,4969.282608695652,26307.63608695652,42.59913043478261,43.813478260869566,41.20173913043478,22.522173913043478,2465.941739130435,0.2843478260869565
USA,2011,5091.157073170732,29129.001707317075,47.21512195121951,39.18,43.777317073170735,27.364634146341466,2188.4646341463417,0.2836585365853659
USA,2012,5866.305185185185,22835.843703703704,44.10703703703704,42.67629629629629,37.99018518518518,25.634444444444444,2216.128888888889,0.25351851851851853
USA,2013,5414.342325581395,24611.149999999998,46.58302325581395,43.604651162790695,43.2646511627907,25.11139534883721,2032.9953488372093,0.2667441860465116
USA,2014,5913.970263157895,28079.35947368421,46.25052631578947,49.695,43.27552631578948,23.775526315789474,2607.9144736842104,0.2892105263157895
USA,2015,5584.321764705883,25517.113235294117,47.052058823529414,47.317647058823525,36.98235294117647,24.766176470588235,2377.805294117647,0.27705882352941175
USA,2016,6227.55,26890.11045454546,51.29022727272727,46.16590909090909,39.23068181818182,24.652272727272727,2359.7620454545454,0.2725
USA,2017,5507.537894736842,29838.580263157895,51.16,42.52684210526316,40.63552631578948,23.311315789473685,2974.862105263158,0.2578947368421053
USA,2018,5740.564390243902,25529.77048780488,46.54341463414634,39.81878048780488,38.45878048780488,28.394146341463415,2092.0958536585363,0.25682926829268293
USA,2019,5190.386739130435,24486.82804347826,50.213913043478264,45.87673913043478,39.43586956521739,23.378043478260867,3037.3971739130434,0.2608695652173913
USA,2020,5658.570444444444,23587.894666666667,51.208666666666666,48.217999999999996,41.632222222222225,25.823555555555554,2607.279333333333,0.24444444444444444
USA,2021,5265.409215686274,24416.194901960782,50.46058823529411,45.07823529411764,40.32607843137255,25.443725490196076,2601.516666666667,0.2880392156862745
USA,2022,5086.086363636364,25874.859772727275,42.72340909090909,46.57840909090908,41.602045454545454,25.722272727272728,2839.173409090909,0.26
USA,2023,5298.929523809524,23586.35523809524,48.97309523809523,46.29071428571429,39.16761904761905,24.455238095238098,2406.3,0.24666666666666665
USA,2024,4751.709189189189,26660.461351351354,50.98918918918919,39.181891891891894,38.24891891891892,25.246486486486486,2319.51027027027,0.2848648648648649
